fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2021-04-13,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,2","0,0","10,5",02:46,"16,0",12:48,64.0,80.0,Varias,52.0,12:50
2021-04-14,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,6","0,0","11,6",21:42,"15,5",13:17,60.0,80.0,02:50,54.0,13:20
2021-04-15,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,8","0,0","11,3",02:10,"16,3",12:56,57.0,67.0,Varias,45.0,Varias
2021-04-16,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"12,7","0,6","9,3",20:34,"16,1",10:56,53.0,76.0,20:50,40.0,Varias
2021-04-17,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"11,8","0,0","8,6",04:52,"14,9",Varias,54.0,72.0,21:20,43.0,Varias
2021-04-18,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,2","0,0","9,4",04:38,"16,9",11:07,49.0,70.0,23:50,36.0,08:50
2021-04-19,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,9","0,0","10,7",03:12,"17,1",13:08,69.0,81.0,23:59,62.0,08:00
2021-04-20,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"15,0","7,0","12,7",04:20,"17,2",14:43,78.0,87.0,19:30,66.0,09:40
2021-04-21,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,8","0,0","12,0",06:27,"15,6",15:41,84.0,93.0,Varias,74.0,15:30
2021-04-22,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"14,4","0,0","11,4",03:09,"17,4",13:23,72.0,86.0,22:50,63.0,12:30
2021-04-23,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"14,8","0,0","10,8",05:06,"18,8",14:11,65.0,86.0,02:40,50.0,14:10
2021-04-24,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"14,7","0,0","11,3",04:26,"18,1",13:08,69.0,81.0,Varias,58.0,06:40
2021-04-25,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"16,7","0,0","13,7",04:28,"19,7",14:14,66.0,83.0,00:10,51.0,Varias
2021-04-26,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"16,3","2,0","14,0",16:38,"18,6",07:35,64.0,83.0,16:00,36.0,08:50
2021-04-27,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"15,9","0,0","13,2",05:22,"18,6",14:51,71.0,79.0,23:50,59.0,15:10
2021-04-28,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"16,4","0,0","14,4",02:36,"18,4",13:32,80.0,88.0,Varias,70.0,15:00
2021-04-29,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"16,4","0,0","14,9",04:51,"18,0",11:50,85.0,89.0,Varias,75.0,09:20
2021-04-30,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"17,0","25,8","15,0",03:18,"18,9",10:50,82.0,88.0,Varias,74.0,23:50
2021-05-01,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"15,6","4,6","12,6",06:25,"18,7",12:56,77.0,92.0,06:40,62.0,12:50
2021-05-02,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"14,4","0,6","12,4",23:56,"16,3",09:10,69.0,86.0,00:00,58.0,15:50
2021-05-03,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"14,6","0,0","10,6",04:04,"18,7",13:11,60.0,78.0,03:40,45.0,08:40
2021-05-04,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"16,2","0,0","12,5",02:19,"20,0",10:22,53.0,84.0,23:20,38.0,Varias
2021-05-05,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"17,4","0,0","13,8",03:49,"21,0",10:41,72.0,88.0,22:50,62.0,08:00
2021-05-06,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"18,0","0,0","15,5",01:14,"20,5",10:23,73.0,87.0,00:00,65.0,09:40
2021-05-07,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"17,9","0,0","15,2",04:51,"20,6",08:56,79.0,86.0,05:30,63.0,08:40
2021-05-08,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"19,4","0,0","15,9",02:32,"23,0",10:45,63.0,89.0,23:59,56.0,Varias
2021-05-09,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"18,6","0,2","16,1",02:35,"21,2",11:31,78.0,89.0,Varias,68.0,11:40
2021-05-10,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"19,0","1,4","16,5",22:18,"21,5",14:56,73.0,89.0,00:10,55.0,16:30
2021-05-11,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"19,3","0,0","14,5",22:40,"24,1",13:58,50.0,74.0,18:40,27.0,Varias
2021-05-12,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"17,6","0,0","12,8",03:52,"22,3",12:25,53.0,75.0,23:30,36.0,13:40
2021-05-13,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"18,4","0,8","14,6",05:05,"22,1",14:48,54.0,82.0,23:50,38.0,12:20
2021-05-14,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"18,7","0,2","15,1",23:43,"22,3",16:23,66.0,83.0,00:10,35.0,16:50
2021-05-15,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"19,0","0,0","13,9",03:27,"24,1",16:02,57.0,81.0,05:10,38.0,16:00
2021-05-16,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"19,8","0,0","16,5",Varias,"23,1",11:08,70.0,85.0,18:20,55.0,02:00
2021-05-17,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"17,7","0,0","15,4",03:52,"20,0",15:42,70.0,84.0,00:30,61.0,12:20
2021-05-18,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"17,8","0,6","15,2",02:05,"20,4",15:53,76.0,89.0,23:59,63.0,16:00
2021-05-19,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"17,6","0,4","15,4",02:50,"19,9",14:25,69.0,89.0,Varias,60.0,07:50
2021-05-20,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"18,2","0,0","15,4",04:33,"21,1",13:46,67.0,90.0,04:50,48.0,13:00
2021-05-21,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"18,6","0,0","16,0",03:15,"21,3",13:10,70.0,91.0,Varias,54.0,17:00
2021-05-22,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"18,0","0,0","15,7",Varias,"20,2",10:17,68.0,91.0,Varias,62.0,Varias
2021-05-23,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"17,1","0,4","15,4",02:54,"18,8",11:38,68.0,79.0,04:30,59.0,11:30
2021-05-24,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"18,7","0,0","15,0",04:28,"22,4",15:57,59.0,87.0,03:30,44.0,18:30
2021-05-25,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"17,3","0,0","14,8",23:22,"19,8",14:53,67.0,78.0,23:50,57.0,13:20
2021-05-26,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"17,7","0,0","14,2",04:41,"21,2",12:25,68.0,80.0,04:40,61.0,12:00
2021-05-27,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"19,2","0,0","16,4",01:49,"22,1",13:57,74.0,85.0,22:30,62.0,16:30
2021-05-28,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"20,3","0,0","17,3",03:19,"23,3",15:04,72.0,83.0,00:30,61.0,15:20
2021-05-29,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"22,0","0,0","17,1",04:31,"27,0",14:10,47.0,77.0,03:30,35.0,17:50
2021-05-30,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"22,6","0,0","19,6",22:26,"25,6",15:03,65.0,82.0,22:00,50.0,00:00
2021-05-31,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"21,8","0,0","19,1",23:22,"24,4",15:22,70.0,82.0,22:50,58.0,09:00
2021-06-01,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"20,8","1,2","18,3",04:09,"23,2",11:12,78.0,94.0,Varias,60.0,07:20
2021-06-02,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"21,2","0,0","18,7",02:34,"23,6",13:37,78.0,93.0,00:00,73.0,07:30
2021-06-03,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"21,6","0,0","19,5",01:50,"23,8",12:55,78.0,90.0,22:10,75.0,10:40
2021-06-04,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"21,6","0,0","19,8",23:44,"23,3",10:36,79.0,89.0,Varias,67.0,10:00
2021-06-05,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"21,1","0,8","18,3",04:22,"23,9",09:57,70.0,88.0,Varias,62.0,10:40
2021-06-06,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"22,8","0,0","19,6",06:54,"26,1",11:34,61.0,82.0,07:20,46.0,12:00
2021-06-07,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"22,3","0,0","18,9",04:13,"25,7",14:57,63.0,83.0,23:50,38.0,15:00
2021-06-08,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"22,6","0,0","18,6",03:20,"26,6",13:59,64.0,85.0,02:20,54.0,Varias
2021-06-09,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"23,8","0,0","20,0",03:43,"27,6",13:56,60.0,80.0,Varias,47.0,19:20
2021-06-10,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,2","0,0","20,5",04:19,"29,8",11:10,48.0,71.0,04:20,35.0,14:00
2021-06-11,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,2","0,0","21,6",04:44,"30,7",11:05,45.0,62.0,19:30,35.0,11:00
2021-06-12,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,8","0,0","22,5",04:34,"31,1",11:45,47.0,66.0,19:40,35.0,11:40
2021-06-13,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,8","0,0","23,2",04:15,"30,4",16:17,48.0,59.0,05:30,40.0,16:10
2021-06-14,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,9","0,0","23,5",03:41,"30,3",15:15,55.0,64.0,12:50,40.0,07:40
2021-06-15,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"27,6","0,0","23,5",03:42,"31,7",13:16,47.0,70.0,22:10,36.0,13:20
2021-06-16,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,2","0,0","23,9",04:39,"28,6",09:59,71.0,82.0,19:50,49.0,10:40
2021-06-17,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,2","0,0","22,2",23:29,"26,3",10:12,80.0,92.0,22:10,59.0,00:00
2021-06-18,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,8","0,0","21,7",04:52,"28,0",10:12,74.0,86.0,Varias,59.0,09:50
2021-06-19,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,0","0,0","22,9",02:02,"27,0",11:24,77.0,86.0,00:00,66.0,23:59
2021-06-20,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,8","0,0","23,1",03:46,"28,4",12:18,63.0,75.0,19:20,44.0,11:30
2021-06-21,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,8","0,0","22,5",03:07,"29,2",11:38,48.0,76.0,02:50,39.0,08:00
2021-06-22,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"23,6","0,0","21,4",23:10,"25,9",12:50,67.0,79.0,Varias,41.0,02:40
2021-06-23,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"22,4","1,2","18,7",09:20,"26,2",13:08,55.0,77.0,09:50,47.0,Varias
2021-06-24,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"22,0","0,0","18,7",05:09,"25,3",09:56,53.0,79.0,Varias,44.0,08:50
2021-06-25,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"23,1","0,0","20,2",04:39,"26,0",13:29,69.0,83.0,22:50,58.0,14:40
2021-06-26,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,2","0,0","21,1",02:28,"27,2",12:25,63.0,84.0,Varias,47.0,15:20
2021-06-27,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,8","0,0","21,6",04:30,"28,0",14:57,70.0,86.0,05:10,57.0,10:10
2021-06-28,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,3","0,0","21,2",03:07,"27,4",14:27,68.0,83.0,00:40,63.0,Varias
2021-06-29,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,2","0,0","21,9",03:38,"26,6",11:51,67.0,76.0,04:30,58.0,09:10
2021-06-30,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,4","0,0","22,3",02:51,"26,5",11:18,64.0,81.0,23:30,57.0,11:20
2021-07-01,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,0","0,0","22,8",02:08,"27,3",15:00,68.0,84.0,02:10,61.0,17:00
2021-07-02,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,5","0,0","21,8",04:31,"29,2",13:36,63.0,84.0,04:50,45.0,13:40
2021-07-03,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,8","0,0","22,8",03:22,"28,9",12:20,72.0,86.0,Varias,61.0,11:00
2021-07-04,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,8","0,0","22,4",22:26,"29,2",11:21,72.0,85.0,00:00,61.0,08:20
2021-07-05,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,4","0,0","21,6",03:25,"29,1",14:49,67.0,82.0,23:50,57.0,08:10
2021-07-06,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,6","0,0","23,7",23:29,"29,6",13:03,75.0,86.0,Varias,67.0,Varias
2021-07-07,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,3","0,0","23,3",01:28,"27,3",13:51,61.0,79.0,Varias,47.0,02:00
2021-07-08,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"23,8","0,0","20,8",03:49,"26,8",15:57,64.0,82.0,01:20,44.0,11:40
2021-07-09,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,6","0,0","21,9",04:04,"27,4",14:17,61.0,72.0,23:50,55.0,09:50
2021-07-10,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,6","0,0","22,2",04:05,"29,0",13:37,58.0,78.0,05:00,42.0,Varias
2021-07-11,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,0","0,0","23,5",04:32,"28,4",12:56,70.0,86.0,05:30,56.0,00:00
2021-07-12,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,0","0,0","23,0",23:42,"29,0",09:25,70.0,83.0,00:10,36.0,23:50
2021-07-13,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"22,6","0,0","18,4",05:08,"26,8",15:04,46.0,62.0,20:40,36.0,Varias
2021-07-14,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"22,9","0,0","19,5",05:06,"26,3",13:56,59.0,74.0,23:50,49.0,01:30
2021-07-15,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,3","0,0","21,2",04:28,"27,4",15:56,65.0,80.0,Varias,57.0,15:10
2021-07-16,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,9","0,0","22,1",03:53,"27,7",12:32,65.0,81.0,Varias,49.0,12:00
2021-07-17,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,3","0,0","22,0",05:06,"28,6",12:24,66.0,82.0,00:40,50.0,12:20
2021-07-18,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,0","0,0","22,1",05:11,"29,8",14:35,64.0,81.0,00:20,47.0,12:00
2021-07-19,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"27,7","0,0","23,4",05:11,"32,0",11:14,51.0,73.0,05:10,40.0,11:10
2021-07-20,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"27,5","0,0","24,5",04:59,"30,5",11:31,57.0,76.0,20:10,45.0,07:50
2021-07-21,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"27,4","0,0","24,1",05:14,"30,6",11:31,63.0,77.0,21:10,52.0,13:20
2021-07-22,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"28,1","0,0","24,0",04:43,"32,2",14:46,52.0,78.0,20:40,43.0,08:20
2021-07-23,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"27,6","0,0","23,2",05:12,"32,0",10:35,68.0,81.0,22:40,40.0,10:20
2021-07-24,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,6","0,0","24,4",02:51,"28,7",10:01,64.0,84.0,00:50,60.0,07:50
2021-07-25,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,5","0,0","23,7",04:38,"29,3",14:27,65.0,71.0,04:50,58.0,15:00
2021-07-26,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"27,2","0,0","23,9",02:05,"30,4",14:28,55.0,70.0,Varias,45.0,08:30
2021-07-27,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,8","0,0","22,3",05:10,"29,4",Varias,59.0,76.0,Varias,41.0,10:40
2021-07-28,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,8","0,0","23,4",23:30,"28,1",11:47,69.0,78.0,00:50,59.0,11:50
2021-07-29,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,8","0,0","23,1",05:11,"28,6",09:05,65.0,80.0,22:40,54.0,09:30
2021-07-30,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"27,0","0,0","23,8",03:35,"30,3",15:48,73.0,85.0,21:20,63.0,16:10
2021-07-31,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"23,6","9,0","18,9",20:26,"28,4",14:29,67.0,86.0,20:40,52.0,10:30
2021-08-01,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"22,4","0,0","18,7",05:26,"26,1",15:02,59.0,83.0,00:20,49.0,16:20
2021-08-02,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,2","0,0","20,5",05:17,"28,0",15:19,68.0,79.0,23:40,61.0,12:40
2021-08-03,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,5","0,0","22,2",05:09,"28,8",15:02,65.0,82.0,05:10,48.0,16:00
2021-08-04,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,5","0,4","21,3",22:03,"29,7",13:35,71.0,81.0,08:00,61.0,13:10
2021-08-05,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,6","0,0","20,5",05:18,"28,8",13:33,66.0,87.0,23:50,58.0,12:00
2021-08-06,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,4","0,0","23,6",Varias,"27,3",14:45,74.0,88.0,Varias,62.0,14:00
2021-08-07,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,8","0,0","23,2",03:22,"30,5",13:22,73.0,85.0,Varias,61.0,13:20
2021-08-08,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,4","0,0","21,9",05:16,"26,9",13:22,61.0,71.0,05:10,55.0,08:30
2021-08-09,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,4","0,6","21,1",05:15,"27,8",14:59,57.0,77.0,22:10,46.0,07:50
2021-08-10,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,8","0,0","21,8",05:21,"29,9",15:38,61.0,78.0,23:00,39.0,16:10
2021-08-11,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,6","0,0","22,9",05:15,"30,4",14:21,54.0,77.0,00:50,39.0,10:10
2021-08-12,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,7","0,0","24,0",05:16,"29,4",12:49,75.0,91.0,23:40,56.0,08:00
2021-08-13,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"27,5","0,0","23,6",05:19,"31,4",09:49,67.0,90.0,00:00,41.0,11:00
2021-08-14,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"28,7","0,0","23,7",05:22,"33,7",15:37,58.0,85.0,23:50,37.0,15:30
2021-08-15,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"27,0","0,0","24,7",05:08,"29,3",16:24,77.0,89.0,05:20,66.0,16:30
2021-08-16,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"27,5","0,0","24,5",05:11,"30,5",10:41,63.0,82.0,Varias,51.0,10:00
2021-08-17,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,2","0,0","22,1",05:12,"28,3",15:10,56.0,75.0,22:40,45.0,08:50
2021-08-18,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,6","0,0","21,2",05:31,"28,1",09:48,59.0,80.0,Varias,44.0,09:50
2021-08-19,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,0","0,0","21,4",05:25,"26,7",15:56,77.0,86.0,05:10,69.0,12:00
2021-08-20,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,2","0,0","21,3",05:20,"29,1",14:31,73.0,84.0,00:00,64.0,16:00
2021-08-21,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,3","0,0","23,1",05:34,"29,5",12:27,73.0,87.0,Varias,64.0,13:10
2021-08-22,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,6","0,0","21,7",05:31,"29,6",13:36,71.0,89.0,Varias,60.0,08:20
2021-08-23,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,2","13,6","22,5",05:22,"27,8",13:26,71.0,83.0,05:30,63.0,08:20
2021-08-24,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,4","2,2","21,4",05:14,"27,5",13:37,70.0,91.0,03:40,55.0,13:30
2021-08-25,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,0","0,0","22,5",23:51,"27,4",15:11,67.0,74.0,19:50,52.0,20:20
2021-08-26,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,6","0,0","20,6",05:26,"28,5",14:02,72.0,86.0,Varias,59.0,09:20
2021-08-27,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,8","0,0","23,7",05:48,"30,0",12:47,79.0,91.0,05:20,68.0,12:50
2021-08-28,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,6","0,0","23,3",05:23,"27,8",14:46,61.0,77.0,00:00,55.0,10:40
2021-08-29,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,4","0,0","21,9",05:17,"27,0",12:22,59.0,72.0,Varias,54.0,08:20
2021-08-30,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"23,2","2,4","21,5",05:17,"24,8",10:37,76.0,88.0,14:50,68.0,10:10
2021-08-31,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,0","0,0","20,7",05:23,"27,3",14:38,72.0,86.0,05:20,62.0,Varias
2021-09-01,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"23,5","0,4","21,6",05:34,"25,4",16:20,69.0,78.0,00:20,48.0,22:50
2021-09-02,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,2","1,0","21,1",03:39,"27,2",15:20,72.0,81.0,10:20,57.0,00:00
2021-09-03,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,6","0,2","20,4",05:24,"28,7",15:30,71.0,81.0,05:20,57.0,15:40
2021-09-04,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,4","0,0","21,2",05:21,"27,5",13:47,73.0,83.0,23:40,66.0,13:50
2021-09-05,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,4","0,0","21,8",05:26,"29,0",12:26,75.0,87.0,05:20,64.0,10:20
2021-09-06,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,0","0,0","23,1",05:17,"28,9",12:08,77.0,86.0,05:20,69.0,15:20
2021-09-07,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,4","0,0","23,8",05:32,"29,0",14:59,75.0,91.0,05:30,57.0,16:00
2021-09-08,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,8","0,0","22,4",05:22,"29,2",12:35,75.0,85.0,21:50,59.0,08:40
2021-09-09,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,0","0,2","23,3",05:28,"28,7",14:06,72.0,84.0,00:00,62.0,09:00
2021-09-10,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,0","1,0","21,7",22:50,"28,2",11:37,71.0,83.0,14:40,57.0,Varias
2021-09-11,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"23,8","0,0","20,0",05:18,"27,6",12:23,68.0,80.0,Varias,52.0,10:00
2021-09-12,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,5","0,0","22,4",05:17,"28,6",12:20,73.0,84.0,Varias,63.0,13:00
2021-09-13,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,8","0,0","22,6",05:34,"29,0",14:01,74.0,90.0,05:40,61.0,Varias
2021-09-14,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"27,0","0,0","24,4",05:22,"29,7",12:01,79.0,90.0,05:20,66.0,12:40
2021-09-15,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,6","0,6","23,3",24:00,"30,0",13:29,69.0,86.0,00:00,55.0,13:30
2021-09-16,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,7","0,0","21,4",05:22,"28,0",13:05,70.0,87.0,05:10,55.0,09:20
2021-09-17,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,8","0,0","21,1",05:18,"28,4",13:22,61.0,80.0,05:10,46.0,13:10
2021-09-18,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,3","8,4","21,6",05:19,"27,0",12:23,76.0,90.0,14:50,65.0,07:30
2021-09-19,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"21,8","0,0","17,8",05:18,"25,7",12:37,52.0,76.0,00:20,41.0,10:50
2021-09-20,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"21,0","18,8","17,1",18:36,"24,9",12:30,67.0,87.0,16:10,46.0,10:10
2021-09-21,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"19,8","0,0","17,5",05:15,"22,2",12:38,58.0,75.0,00:00,53.0,17:00
2021-09-22,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"21,8","2,6","19,1",05:13,"24,4",12:13,63.0,71.0,18:50,53.0,09:10
2021-09-23,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"21,8","1,8","18,7",07:56,"24,9",13:55,69.0,82.0,08:00,53.0,Varias
2021-09-24,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"21,8","0,0","18,8",05:29,"24,7",10:54,70.0,84.0,18:30,55.0,10:20
2021-09-25,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,6","0,0","21,7",06:34,"27,4",13:23,76.0,85.0,23:30,66.0,07:50
2021-09-26,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,7","0,0","21,7",05:29,"29,7",13:06,59.0,84.0,Varias,39.0,11:20
2021-09-27,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,2","0,0","20,1",05:15,"28,4",11:56,60.0,85.0,23:50,48.0,11:00
2021-09-28,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"23,5","0,0","20,5",05:25,"26,5",12:40,69.0,86.0,05:10,54.0,11:40
2021-09-29,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"22,4","5,8","20,5",05:18,"24,4",10:29,75.0,83.0,11:50,66.0,11:00
2021-09-30,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"22,0","0,0","19,8",23:46,"24,2",14:19,71.0,83.0,05:20,59.0,08:30
